"request_id","event_id","preprocessed_message_id","channel","message_id","sentiment_label","sentiment_score","positive_prob","negative_prob","neutral_prob","emotion_anger","emotion_fear","emotion_joy","emotion_sadness","emotion_surprise","emotion_disgust","aspects"
"gpt_min_0201","rbc_news:146005","6843a5e8-40c9-4bb9-83ac-4c9cc2d44ded","rbc_news","146005","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0202","rbc_news:145971","db2dc9f4-01dd-43aa-a0f5-167d4ab53f57","rbc_news","145971","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0203","rbc_news:145953","6cd987a5-5593-4707-8785-e8f1b947faf2","rbc_news","145953","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0204","rbc_news:145952","22b47385-a051-4fa0-b045-53a4d86cb315","rbc_news","145952","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""energy"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0205","rbc_news:145935","90c13542-8668-406c-b531-54a56c9ffa6a","rbc_news","145935","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0206","rbc_news:145923","332493be-cccd-4a06-86c8-f7aee9afd49c","rbc_news","145923","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0207","rbc_news:145910","09b442eb-c24b-42a0-bf94-a5ea24ba15ae","rbc_news","145910","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0208","rbc_news:145909","1977d200-b6bb-43e0-b236-6458a44b89de","rbc_news","145909","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0209","rbc_news:145874","ab6e1e00-9a96-4b2e-b46b-922b1eb741fe","rbc_news","145874","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0210","rbc_news:145867","7a7d694a-4d24-4335-a67e-83850af9386e","rbc_news","145867","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""transport"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0211","rbc_news:145864","dc2c932c-c633-4eb0-a16f-aa0fba7f99c5","rbc_news","145864","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0212","rbc_news:145846","33662a7f-cec1-4c75-9211-863892ded69e","rbc_news","145846","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0213","rbc_news:145845","465daeda-ad19-40df-9793-cc250f24d501","rbc_news","145845","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0214","rbc_news:145841","92f8795e-dbbb-4e5f-9d2f-47ecb2a4d0a5","rbc_news","145841","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0215","rbc_news:145829","b2d518e3-ab49-45bd-a141-305a6c2b4950","rbc_news","145829","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0216","rbc_news:145817","83c17b03-2e9e-410e-b066-8dca79cb3ad8","rbc_news","145817","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0217","rbc_news:145801","b500fc46-e552-4522-9ba4-5456bf5ce9e7","rbc_news","145801","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0218","rbc_news:145785","c4aee3e3-f759-4a0e-a0ab-dad911b57d64","rbc_news","145785","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0219","rbc_news:145740","bc6303d7-772d-4bc2-985a-cb3316311290","rbc_news","145740","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0220","rbc_news:145687","f631ac46-4540-422b-8e7a-902b679103a2","rbc_news","145687","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0221","rbc_news:145672","fdde58b3-da31-4c54-8b74-7af77da125d2","rbc_news","145672","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0222","rbc_news:145662","f319531f-b235-467e-a33f-14850474915e","rbc_news","145662","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""energy"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0223","rbc_news:145640","915ef634-7085-4197-99e9-26e8260f1f7c","rbc_news","145640","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0224","rbc_news:145620","33376ff6-ee82-4d12-aa96-d857fe728a92","rbc_news","145620","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0225","rbc_news:145614","406bf965-ddad-4197-9331-4f8a3d3c274a","rbc_news","145614","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0226","rbc_news:145607","de6d80cb-7797-45d8-85d4-db4cffd80a4a","rbc_news","145607","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0227","rbc_news:145516","68d5b827-5035-42f5-ba2c-9570233c2761","rbc_news","145516","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0228","rbc_news:145476","a6a22d9d-36eb-4187-be1c-9c21fccb5c4b","rbc_news","145476","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0229","rbc_news:145472","6ee928eb-484b-4b35-86b0-cb1b486dc70e","rbc_news","145472","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0230","rbc_news:145451","a8912cb7-d6c8-4e8a-bcb0-174848d94af7","rbc_news","145451","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0231","rbc_news:145415","4377efda-ff38-4106-88f4-3fe001e159fb","rbc_news","145415","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""transport"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0232","rbc_news:145352","53827aee-a2c7-473b-a31d-def78025d1e9","rbc_news","145352","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0233","rbc_news:145348","9b17e6df-5e6f-4210-9f46-b4d0b21105b4","rbc_news","145348","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0234","rbc_news:145327","2bcb8132-29f6-43ae-83c3-82114e7d3299","rbc_news","145327","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0235","rbc_news:145322","f6bfbe88-edd1-4df3-b0cf-39e21e7f0089","rbc_news","145322","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0236","rbc_news:145317","9d4761da-4556-4a80-8b60-93d8b7217431","rbc_news","145317","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0237","rbc_news:145308","b21e9d53-fc67-4338-bf32-221365926de7","rbc_news","145308","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0238","rbc_news:145307","f7c37578-af1b-4703-a750-c710c8c4689f","rbc_news","145307","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0239","rbc_news:145301","970a6e5b-6505-4feb-8bc8-593ce5033400","rbc_news","145301","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0240","rbc_news:145285","7041a45a-decd-452a-9693-77b94058a1c5","rbc_news","145285","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0241","rbc_news:145277","aab0585a-ed84-4fe7-8c69-41a7727ebd12","rbc_news","145277","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0242","rbc_news:145268","92c44f2d-db28-4e47-b877-3d3e7b6907ab","rbc_news","145268","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0243","rbc_news:145238","0cc9f35f-1feb-47a5-b3ce-28f675a9b5ad","rbc_news","145238","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0244","rbc_news:145235","79d2cb25-fccf-4b64-90c0-20942563fe50","rbc_news","145235","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0245","rbc_news:145232","413dcab1-fbe9-4642-92f4-afec9e0458b2","rbc_news","145232","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0246","rbc_news:145228","8efced02-3e64-4d58-989e-ba76efeb269b","rbc_news","145228","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0247","rbc_news:145187","5aeb104d-5b45-417c-97c3-551d0987bb60","rbc_news","145187","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0248","rbc_news:145181","afc5246b-3d12-4fa6-91f1-6445ebe185a2","rbc_news","145181","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0249","rbc_news:145177","cd142f54-306b-4e01-9630-1e42a5fa04a6","rbc_news","145177","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0250","rbc_news:145173","39fd9724-8680-4dfd-9db4-e95b29d5cbed","rbc_news","145173","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0251","Cbpub:71137","42c90a69-302b-4c1e-904d-82c490682793","Cbpub","71137","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""banking"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""retail"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0252","Cbpub:70958","31ef4d02-c8dd-4e68-8622-a200df6a6636","Cbpub","70958","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""transport"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0253","banksta:89304","38cfd6ff-0d0a-42c1-8010-34773470be57","banksta","89304","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0254","banksta:89258","efb1f857-8299-4f68-9848-15143a95de1d","banksta","89258","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0255","banksta:89249","3000228c-a28d-46e4-bd35-a4c2382ea5c0","banksta","89249","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0256","banksta:89171","34a7c2f9-b1d7-48e6-820c-b272001125ef","banksta","89171","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0257","banksta:89133","05c22853-6d42-43e1-9dd3-42027d4a3dee","banksta","89133","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0258","banksta:89119","81f189b1-fca3-4fbd-af74-541b8a942da3","banksta","89119","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""company_results"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0259","banksta:89099","5a02758c-66f7-4e47-8246-720fd4dfd94e","banksta","89099","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""company_results"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0260","banksta:89080","0758d1f4-4bb3-4d5a-9a7d-1c5df8e17e15","banksta","89080","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0261","banksta:89072","7eb5f640-8a47-4fd8-baf7-f5a134450564","banksta","89072","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0262","banksta:88996","bf10fa2d-af1e-4097-ab14-f6a35aa9e2b7","banksta","88996","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0263","banksta:88995","1d540621-d2a4-42a5-b154-4692434515cb","banksta","88995","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0264","banksta:88969","f72ec0e2-a09a-4f1a-b8cd-c0e0b3a25aee","banksta","88969","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0265","banksta:88884","ef8f3cc0-61cf-41b9-8a9c-e91b22c2c727","banksta","88884","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""energy"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0266","banksta:88875","4fda38b0-37c5-47ca-924c-62ced791e452","banksta","88875","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0267","banksta:88817","75171140-e8fa-407c-8fdd-82740c11b03d","banksta","88817","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0268","banksta:88798","98581773-f54a-4b05-b299-fd6498062458","banksta","88798","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0269","banksta:88678","9d0d0cb2-57bf-4088-8a7a-be5ff8e603b0","banksta","88678","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0270","banksta:88639","389c944e-36f3-457f-b1ca-b41b8ef4def3","banksta","88639","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0271","banksta:88487","8614fb30-186b-4ea6-b351-d4c00f6d9409","banksta","88487","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0272","banksta:88378","8dd174c8-9b44-4290-843f-919e79676669","banksta","88378","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0273","banksta:88359","3cde6867-2e0d-4f85-8b82-467d7bf2af3d","banksta","88359","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0274","banksta:88323","f852981b-c94d-4ee9-82a1-e84ebc64b072","banksta","88323","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0275","banksta:88263","dbd05c57-a1be-4d41-afde-23bc45aa4277","banksta","88263","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0276","banksta:88181","56b8400b-6ef8-4c02-82f1-0007541ac1e2","banksta","88181","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0277","banksta:88127","acdddb27-f64a-46ee-8d24-385be8043c55","banksta","88127","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0278","Cbpub:70358","6e0fefda-2c66-4a6e-b562-0c34e141e3de","Cbpub","70358","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0279","banksta:88086","8c3fb90e-fd24-4661-8937-3bf11f2e3aaf","banksta","88086","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0280","Cbpub:70340","76afb751-e6d5-43a9-b665-19b788a8ebc7","Cbpub","70340","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0281","banksta:87932","0d5ec4bc-7587-4fe5-a6df-84745d30c6df","banksta","87932","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0282","Cbpub:70272","a9a4a341-3b41-43df-876e-54b6f10c74bd","Cbpub","70272","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0283","banksta:87848","3e373946-1152-44f0-904d-45e22d59d747","banksta","87848","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0284","banksta:87829","c15449fa-1e2d-47a6-8b3e-8a5f4c329590","banksta","87829","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0285","banksta:87805","88c5202f-461d-4d57-a0bf-62409c112b34","banksta","87805","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0286","Cbpub:70228","026af0b7-8c1a-4c3b-ad0d-faef7e4c6ee8","Cbpub","70228","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""gaming"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0287","banksta:87769","53134a4a-43d5-4e4b-bd81-41c603c9ef03","banksta","87769","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0288","banksta:87716","f1b76c2d-9871-48f2-8fd6-0a075f1f6d35","banksta","87716","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""technology"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0289","Cbpub:70186","834737b8-5f06-4cd0-84e3-9633cfa7292b","Cbpub","70186","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0290","Cbpub:70182","9e25d2e9-453f-402f-bad5-f3f54e85184e","Cbpub","70182","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0291","Cbpub:70181","983e0e56-6879-4c7b-bce4-22a09678613e","Cbpub","70181","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""weather"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0292","Cbpub:70178","2a1f189f-2a05-49e7-860f-9643d236f498","Cbpub","70178","neutral","0.54","0.18","0.18","0.64","0.16","0","0","0","0","0.17","[{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0293","Cbpub:70168","167a2bb6-d96a-4e81-934d-16095a816f71","Cbpub","70168","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0294","Cbpub:70166","68282194-9f69-4fed-8ed6-08fb894c2fed","Cbpub","70166","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0295","banksta:87673","9bdcc0db-a996-41b7-9050-f46c84727ba7","banksta","87673","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0296","Cbpub:70165","d284d6f5-38fb-4790-a550-38be6a2a4fd0","Cbpub","70165","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0297","banksta:87672","3113192c-f3c7-4f62-878f-cb1c31d4df91","banksta","87672","neutral","0.51","0.22","0.23","0.55","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0298","Cbpub:70164","ac7d9d3a-b9cc-4075-8435-493b343b3ef8","Cbpub","70164","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""war"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""markets"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0299","Cbpub:70163","66732763-0199-4f6d-aa41-08d112f8c6b3","Cbpub","70163","neutral","0.54","0.18","0.18","0.64","0","0","0.14","0","0","0","[{""aspect"":""security"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0300","Cbpub:70162","e5b56827-51fe-40d8-ba12-0e3a9f7dcffb","Cbpub","70162","neutral","0.59","0.47","0.1","0.43","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0301","Cbpub:70161","8479625b-d07c-44ba-bc66-a4a338bb8fe1","Cbpub","70161","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0302","Cbpub:70159","f4e05f4e-e713-4153-bd2a-4213ce20122a","Cbpub","70159","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""company_results"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0303","Cbpub:70158","889873b1-05c5-4b6b-ac8a-19b231ebac58","Cbpub","70158","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0304","Cbpub:70157","37a59a55-e359-482f-9971-58bc8368580e","Cbpub","70157","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0305","Cbpub:70153","0af0980d-5d19-4594-b69f-5e300d6c15bc","Cbpub","70153","positive","0.72","0.68","0.1","0.22","0","0","0.08","0","0","0","[{""aspect"":""other"",""sentiment"":""positive"",""score"":0.7}]"
"gpt_min_0306","Cbpub:70148","9a1ff4cf-0686-42e9-8e1d-0b0f44ec1b26","Cbpub","70148","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0307","Cbpub:70147","7d50fe69-b395-4e90-972f-19bfd9493e93","Cbpub","70147","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""regulation"",""sentiment"":""neutral"",""score"":0.53},{""aspect"":""media"",""sentiment"":""neutral"",""score"":0.53}]"
"gpt_min_0308","Cbpub:70145","2dec6545-ea56-431a-9b3b-933e4b340f41","Cbpub","70145","neutral","0.54","0.18","0.18","0.64","0","0","0","0","0","0","[{""aspect"":""other"",""sentiment"":""neutral"",""score"":0.53}]"
